Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,DetailPrice,OriginalPrice,Field1,Field2,Field3
CHINA Grade Premium Nature Unsulphure Dried Longan 8OZ 0.5LB,https://www.yamibuy.com/en/p/xlseafood-china-grade-premium-dried-longan-8oz-0-5lb/3030034701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,7,$9.99,,,7,United States,5
Dried Wild Caught Alaska  Sea Cucumber AAAA Grade MINI 227g,https://www.yamibuy.com/en/p/dried-wild-caught-alaska-sea-cucumber-aaaa-grade-mini-227g/3019017701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,1,$99.99,,,1,United States,5
Sun Dried Wisconsin American Bighead Ginseng AAAA30 227g,https://www.yamibuy.com/en/p/xlseafood-sun-dried-wisconsin-american-bighead-ginseng-aaaa30-227g/3030014201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,,$119.99,,,Be the first!,United States,
Sun Dried Wisconsin American Long Ginseng AAAA50 Size Medium 227g,https://www.yamibuy.com/en/p/xlseafood-sun-dried-wisconsin-american-long-ginseng-aaaa50-size-medium-227g/3030014281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,,$89.99,,,Be the first!,United States,
SPICY HOUSE SPECIAL BEEF JERKY 75g- Spicy House Special Flavor Beef Snacks Dried Meat Ready To Eat High Protein,https://www.yamibuy.com/en/p/spicy-house-special-beef-jerky-75g-spicy-house-special-flavor-beef-snacks-dried-meat-ready-to-eat-high-protein/3019071691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,4,,$13.99,$15.99,4,United States,5
Sun Dried Wild Caught Green Isla Sea Cucumber AAA Grade  227g,https://www.yamibuy.com/en/p/xlseafood-sun-dried-wild-caught-green-isla-sea-cucumber-aaa-grade-227g/3019019641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,4,$69.99,,,4,United States,3.5
Japan Hokkaido Sun Dried AA Conpoy P400,https://www.yamibuy.com/en/p/xlseafood-japan-hokkaido-sun-dried-aa-conpoy-p400/3019017761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,1,$49.99,,,1,United States,5
Premium China Farmed dried cordycepssinensisf 454g 16oz,https://www.yamibuy.com/en/p/premium-china-farmed-dried-cordycepssinensisf-454g-16oz/3030031451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,2,$29.99,,,2,United States,5
[China direct mail] BE&CHEERY freeze-dried durian dry snacks specialty fruit dry gold pillow Thai flavor 25g,https://www.yamibuy.com/en/p/china-direct-mail-be-cheery-freeze-dried-durian-dry-snacks-specialty-fruit-dry-gold-pillow-thai-flavor-30g/3019044251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BE & CHEERY,2,$9.90,,,2,China,5
Sun Dried Wisconsin American Bighead Ginseng AAAA60 227g,https://www.yamibuy.com/en/p/xlseafood-sun-dried-wisconsin-american-bighead-ginseng-aaaa60-227g/3030014221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,1,$89.99,,,1,United States,5
PORK JERKY 75g- BBQ Flavor Pork Snacks Ready To Eat High Protein Dried Meet Chinese flavor Dried Pork,https://www.yamibuy.com/en/p/pork-jerky-75g-bbq-flavor-pork-snacks-ready-to-eat-high-protein-dried-meet-chinese-flavor-dried-pork/3019071681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,4,,$12.99,$15.99,4,United States,4.8
Sun Dried Wisconsin American Bighead Ginseng AAAA40 227g,https://www.yamibuy.com/en/p/xlseafood-sun-dried-wisconsin-american-bighead-ginseng-aaaa40-227g/3030014211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,,$109.99,,,Be the first!,United States,
Sun Dried Wisconsin American Pearl Ginseng AAAA50 227g,https://www.yamibuy.com/en/p/xlseafood-sun-dried-wisconsin-american-pearl-ginseng-aaaa50-227g/3030012021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,,$109.99,,,Be the first!,United States,
[China Direct Mail] Yao Duoduo dried yuba soy products hot pot ingredients 228g,https://www.yamibuy.com/en/p/china-direct-mail-yao-duoduo-dried-yuba-soy-products-hot-pot-ingredients-228g/3149008101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YAODUODUO,,$21.90,,,Be the first!,China,
YunNan Dried Mushrooms Soup Mix 3.5oz (for 4-6 People),https://www.yamibuy.com/en/p/mushroomstorm-yunnan-dried-mushrooms-soup-mix-3-5oz-for-4-6-people/3149004131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MushroomStorm,3,$15.99,,,3,China,5
Spicy Dried Tofu 80g,https://www.yamibuy.com/en/p/spicy-dried-tofu-80g/3019070091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,De Delicious,2,,$4.74,$4.99,2,Taiwan,4.5
East Port Dried Shredded Fish Snacks 110g,https://www.yamibuy.com/en/p/fish-bone-110g/3019069251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,1,,$9.49,$9.99,1,Taiwan,5
Dried Flat Crab Cracker 110g,https://www.yamibuy.com/en/p/flat-crab-cake-110g/3019069381,https://cdn.yamibuy.net/item/ac5b46b4d061af5c22300fe8230e43f3_684x684.webp,LIEN HAW FOODS,1,,$9.49,$9.99,1,Taiwan,5
FIVE SPICES BEEF JERKY 75g- Five Spices Flavor Beef Snacks Dried Meat Ready To Eat High Protein Beef Snack,https://www.yamibuy.com/en/p/five-spices-beef-jerky-75g-five-spices-flavor-beef-snacks-dried-meat-ready-to-eat-high-protein-beef-snack-made-with/3019071671,https://cdn.yamibuy.net/item/69055d0dd9f7dd04f183baa4392a719e_684x684.webp,NestLady,2,,$12.99,$15.99,2,United States,5
FD Freeze Dried Rice Porridge Instant Breakfast Porridge 5 Flavors 10 Bag Combination 368g,https://www.yamibuy.com/en/p/haifusheng-fd-freeze-dried-rice-porridge-instant-breakfast-porridge-5-flavors-10-bag-combination-368g/3147006261,https://cdn.yamibuy.net/item/4d2dc02f704570018bc5736f7cfc2e37_684x684.webp,HAIFUSHENG,,$29.99,,,Be the first!,China,
Dried Sakura Shrimp and Fish 110g,https://www.yamibuy.com/en/p/sakura-fish-110g/3019068841,https://cdn.yamibuy.net/item/a2ee03cdafad8805637bc1978334433c_684x684.webp,LIEN HAW FOODS,,,$9.49,$9.99,Be the first!,Taiwan,
I 3 FRESH Dried Squid Mouth (Wasabi) 25g,https://www.yamibuy.com/en/p/i-3-fresh-dried-squid-mouth-wasabi-25g/3019037021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,i3 Fresh,,,$9.49,$9.99,Be the first!,Taiwan,
Dried Shredded Cod with Wasabi  170g,https://www.yamibuy.com/en/p/wasabi-hemp-cod-shreds-170g/3019068831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,1,,$9.49,$9.99,1,Taiwan,5
SPICY FRUIT FLAVORED BEEF JERKY 75g - Fruit Flavored Beef Snacks Dried Meat Ready To Eat High Protein Beef Snack,https://www.yamibuy.com/en/p/nestlady-fruit-flavored-beef-jerky-75g-fruit-flavored-beef-snacks-dried-meat-ready-to-eat-high-protein-beef-snack-usda/3019071911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,2,,$12.99,$15.99,2,United States,5
Dried Sakura diced shrimp 150g,https://www.yamibuy.com/en/p/sakura-diced-shrimp-150g/3019069281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,1,,$9.49,$9.99,1,Taiwan,5
Dried Porcini Mushrooms 2OZ,https://www.yamibuy.com/en/p/mushroomstorm-dried-porcini-mushrooms-2oz/3149004111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MushroomStorm,3,$14.99,,,3,China,4
JAPAN Dried Plum 22g,https://www.yamibuy.com/en/p/japan-natori-dried-plum-22g/3019064001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NATORI,,,$3.98,$9.90,Be the first!,Japan,
Dried Taiwan Guava 80g/box,https://www.yamibuy.com/en/p/jijibanana-dried-taiwan-guava-80g-box/3019023811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,jijibanana,2,,$13.29,$13.99,2,Taiwan,3.5
Chaga mushroom 18g - Dried / 100% Nature / Anti-aging / Lowering blood pressure,https://www.yamibuy.com/en/p/nestlady-chaga-mushroom-18g/3021037631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,,,$17.90,$28.90,Be the first!,United States,
UCC117 Freeze-Dried Instant Black Coffee Powder 90g,https://www.yamibuy.com/en/p/ucc117-freeze-dried-instant-black-coffee-powder-90g/3020039061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UCC,1,,$10.99,$14.99,1,Japan,5
FANGJIAPUZI Freeze-dried Red Jujube Medlar Tremella Soup 90g/ box,https://www.yamibuy.com/en/p/fangjiapuzi-freeze-dried-red-jujube-medlar-tremella-soup-90g-box/3021064311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,2,$13.99,,,2,China,5
[China Direct Mail] BE-CHEERY Dried Papaya 100g,https://www.yamibuy.com/en/p/china-direct-mail-be-cheery-dried-papaya-100g/3019060911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BE & CHEERY,1,$10.90,,,1,China,5
Freeze-dried Strawberry Yogurt Cubes 30g,https://www.yamibuy.com/en/p/nestlady-freeze-dried-strawberry-yogurt-cubes-30g/3017038051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,3,,$6.99,$8.99,3,United States,4.33
[China Direct Mail] BE-CHEERY Dried Pineapple 100g,https://www.yamibuy.com/en/p/china-direct-mail-be-cheery-dried-pineapple-100g/3019060981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BE & CHEERY,,$9.90,,,Be the first!,China,
SLICE DRIED HAWTHORN FRUIT 75g - 100% Fruit Meat Sweet And Sour Delicious Snack Chinese Flavor Snacks,https://www.yamibuy.com/en/p/slice-dried-hawthorn-fruit-75g-100-fruit-meat-sweet-and-sour-delicious-snack-chinese-flavor-snacks/3019071711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,2,,$7.50,$8.90,2,United States,4
Preserved Fruit Dried Plum Salty Sweet and Sour Plum Seedless plum meat 6oz,https://www.yamibuy.com/en/p/preserved-fruit-dried-plum-salty-sweet-and-sour-plum-seedless-plum-meat-6oz/3019072041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PRESIDENT BRAND,,$13.99,,,Be the first!,United States,
Dried Pineapple 80g/Box,https://www.yamibuy.com/en/p/jijibanana-dried-pineapple-80g-box/3019023831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,jijibanana,,,$13.29,$13.99,Be the first!,Taiwan,
Organic Sun-Dried Zucchini 100g,https://www.yamibuy.com/en/p/mccabe-organic-sun-dried-zucchini-100g/3149005091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,McCabe,,$17.99,,,Be the first!,United States,
I 3 FRESH Crispy Dried Crab Spicy 25g,https://www.yamibuy.com/en/p/i-3-fresh-crispy-dried-crab-spicy-25g/3019037001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,i3 Fresh,2,,$9.49,$9.99,2,Taiwan,3
Dried Baby Macrolepiota Albuminosa Mushrooms 2oz,https://www.yamibuy.com/en/p/mushroomstorm-dried-baby-macrolepiota-albuminosa-mushrooms-2oz/3149004081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MushroomStorm,,$19.99,,,Be the first!,China,
Dried wild Black Truffles 1OZ,https://www.yamibuy.com/en/p/mushroomstorm-black-truffles-1oz/3149004101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MushroomStorm,,$14.99,,,Be the first!,China,
[China Direct Mail] BE-CHEERY Dried Passion Fruit 100g,https://www.yamibuy.com/en/p/china-direct-mail-be-cheery-dried-passion-fruit-100g/3019061001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BE & CHEERY,,$9.90,,,Be the first!,China,
Yellow Peach Dried Fruits 98g,https://www.yamibuy.com/en/p/bestore-yellow-peach-dried-fruits-98g/3019054461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,$6.99,,,Be the first!,China,
PORK STRIPS 75g - Pork Snacks Ready To Eat High Protein Dried Meet Chinese flavor Dried Pork,https://www.yamibuy.com/en/p/pork-strips-75g-pork-snacks-ready-to-eat-high-protein-dried-meet-chinese-flavor-dried-pork/3019071701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,4,,$12.99,$15.99,4,United States,5
Ume Candied Dried Fruit Snacks 168g,https://www.yamibuy.com/en/p/ume-candied-dried-fruit-snacks-168g-3/3019065471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BE & CHEERY,,$9.90,,,Be the first!,China,
Spicy Dried Bean Curd 420g,https://www.yamibuy.com/en/p/spicy-dried-bean-curd-420g/3019066001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,De Delicious,,,$24.69,$25.99,Be the first!,Taiwan,
Ume Candied Dried Fruit Snacks 168g,https://www.yamibuy.com/en/p/ume-candied-dried-fruit-snacks-168g-3/3019065461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BE & CHEERY,,$9.90,,,Be the first!,China,
Seedless Dried Plums Sweet Taste  22g,https://www.yamibuy.com/en/p/seedless-dried-plums-sweet-taste-22g/3019070181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Healthy Times,,,$2.98,$3.68,Be the first!,United States,
SUNWAY Dried Shiitake Mushrooms 100g,https://www.yamibuy.com/en/p/sunway-dried-shiitake-mushrooms-150g/3149003591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sunway Snack,3,$9.99,,,3,United States,3.7
FUKANG Dried Licorice Plum Dried Sweet Damson) 60g,https://www.yamibuy.com/en/p/fukang-dried-sweet-damson-60g/3019055961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,1,,$4.74,$4.99,1,Taiwan,4
FUKANG Dried Sweet Plum 35g,https://www.yamibuy.com/en/p/fukang-dried-sweet-plum-35g/3019055971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,2,,$3.79,$3.99,2,Taiwan,4.5
Osmanthus Tea Dried Flower Herb 100% Natural Healthy 30g / 1.06oz,https://www.yamibuy.com/en/p/nestlady-chinese-osmanthustea-30g/3020010251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,25,,$18.99,$19.90,25,United States,4.6
MARINATED DRIED TOFU CURD 75g - Vegetarian Snacks Ready to Eat  Braised Bean Curd Products No Preservatives,https://www.yamibuy.com/en/p/marinated-dried-tofu-curd-75g-vegetarian-snacks-ready-to-eat-braised-bean-curd-products-no-preservatives/3019071721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,9,,$7.50,$8.90,9,United States,4.67
FUKANG Dried Peach 60g,https://www.yamibuy.com/en/p/fukang-dried-peach-60g/3019055941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,$6.64,$6.99,Be the first!,Taiwan,
Sun Dried Wild Caught Canada Newfoundland Orange-foot Sea Cucumber Gonad Flower AAA Grade  8oz 227g,https://www.yamibuy.com/en/p/xlseafood-sun-dried-wild-caught-canada-newfoundland-orange-foot-sea-cucumber-gonad-flower-aaa-grade-8oz-227g/3019033561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,,$39.99,,,Be the first!,United States,
Dried Morel Mushrooms 2oz,https://www.yamibuy.com/en/p/mushroomstorm-dried-morel-mushrooms-2oz/3149004121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MushroomStorm,2,$28.99,,,2,China,5
FUKANG Dried Tomato 70g,https://www.yamibuy.com/en/p/fukang-dried-tomato-80g/3019055981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,$6.64,$6.99,Be the first!,Taiwan,
Freeze Dried Mango Yogurt Bites 30g,https://www.yamibuy.com/en/p/alor-freeze-dried-yogurt-bites-30g/3019050301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ALOR,,,$11.19,$13.99,Be the first!,Malaysia,
FUKANG Dried Pineapple 60g (Shelf life:2022/6/10),https://www.yamibuy.com/en/p/fukang-dried-pineapple-60g/3019055951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,$4.19,$6.99,Be the first!,Taiwan,
Seven Colors Dried Vegetables 50g,https://www.yamibuy.com/en/p/bestore-seven-colors-dried-vegetables-50g/3019045571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,$4.99,,,Be the first!,China,
XLSEAFOOD CHINA Shandong Grade Premium Organic Nature Unsulphure  Wild dried hawthorn 0.5 lb,https://www.yamibuy.com/en/p/xlseafood-china-shandong-grade-premium-organic-nature-unsulphure-wild-dried-hawthorn-0-5-lb/3030046431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XLSEAFOOD,,$5.99,,,Be the first!,United States,
Japanese Dried Sweet Seedless Plum 45g - 100% Natural healthy snacks suitable for everyone seedless plum NON GMO Vegan,https://www.yamibuy.com/en/p/japanese-dried-sweet-seedless-plum-45g-100-natural-healthy-snacks-suitable-for-everyone-seedless-plum-non-gmo-vegan/3019072061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,3,,$10.99,$12.99,3,United States,5
I 3 FRESH Crispy Dried Shrimp (Original) 25g (Shelf life:2022/3/1),https://www.yamibuy.com/en/p/i-3-fresh-crispy-dried-shrimp-original-25g/3019037011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,i3 Fresh,1,,$5.39,$8.99,1,Taiwan,3
East Port Dried Milkfish Seasoned Slices150g,https://www.yamibuy.com/en/p/east-port-dried-milkfish-seasoned-slices150g/3019069421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,$9.49,$9.99,Be the first!,Taiwan,
Original Dried Bean Curd 420g,https://www.yamibuy.com/en/p/original-dried-bean-curd-420g/3019065991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,De Delicious,,,$24.69,$25.99,Be the first!,Taiwan,
Dried Durian 30g,https://www.yamibuy.com/en/p/bestore-dried-durian-30g/3019043561,https://cdn.yamibuy.net/item/1559c1f681a7e23f9830234e1face715_684x684.webp,BESTORE,3,$6.99,,,3,China,5
LYFEN Comprehensive Freeze-dried Fruit 25g,https://www.yamibuy.com/en/p/lyfen-comprehensive-freeze-dried-fruit-25g/3019061601,https://cdn.yamibuy.net/item/ff855b3c16c11754f4ce0b992eb15515_684x684.webp,yifen,,$3.59,,,Be the first!,China,
MARINATED DRIED TOFU CURD 12 packs 75g/pack - Vegetarian Snacks Ready to Eat  Braised Bean Curd Products,https://www.yamibuy.com/en/p/marinated-dried-tofu-curd-12-packs-75g-pack-vegetarian-snacks-ready-to-eat-braised-bean-curd-products/3019074071,https://cdn.yamibuy.net/item/7e6458b738acee2ac9a34ea539459134_684x684.webp,NestLady,,,$88.00,$107.00,Be the first!,United States,
Dried Sakura Shrimp Cracker with Almond 120g,https://www.yamibuy.com/en/p/dried-sakura-shrimp-cracker-with-almond-120g/3019075761,https://cdn.yamibuy.net/item/772330635f08f16fabc594bb2036acbd_684x684.webp,LIEN HAW FOODS,,,$15.19,$15.99,Be the first!,Taiwan,
Philippine Dried Mango 48g,https://www.yamibuy.com/en/p/bestore-philippine-dried-mango-48g/3019043571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,1,$6.99,,,1,China,5
Dried Shredded Cod with Black Sesame 180g,https://www.yamibuy.com/en/p/black-sesame-cod-shredded-180g/3019068701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,$9.49,$9.99,Be the first!,Taiwan,
FUKANG Dried Mango 70g (Shelf life:2022/6/10),https://www.yamibuy.com/en/p/fukang-dried-mango-70g/3019055921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,$4.19,$6.99,Be the first!,Taiwan,
Dried Chanterelle Mushrooms 2OZ,https://www.yamibuy.com/en/p/dried-chanterelle-mushrooms-2oz/3149004191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MushroomStorm,2,$14.99,,,2,China,3
Dried Cranberry 100g,https://www.yamibuy.com/en/p/bestore-dried-cranberry-100g/3019054481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,1,$6.99,,,1,China,5
Ume Candied Dried Fruit Snacks 168g,https://www.yamibuy.com/en/p/ume-candied-dried-fruit-snacks-168g-3/3019065451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BE & CHEERY,,$9.90,,,Be the first!,China,
Freeze Dried Strawberry 50g,https://www.yamibuy.com/en/p/alor-freeze-dried-strawberry-50g/3019050231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ALOR,,,$11.19,$13.99,Be the first!,Malaysia,
MISSION FIGS | No Added Sugar| Non GMO| Gluten Free | Kosher Certified | Vegan| Perfectly Dried 180g,https://www.yamibuy.com/en/p/nestlady-mission-figs-no-added-sugar-non-gmo-gluten-free-kosher-certified-vegan-perfectly-dried-180g/3019058931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NestLady,2,$16.99,,,2,United States,5
