Product_Name,Brand,Price,Option,Rate,Origin,Reviews,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Koala Cookie Choco Banana 195g,lotte japan,5.59,No,0,Japan,0,Yami,Pastries,400,1600,2236
Koala No March(Strawberry) L  195g,lotte japan,5.59,No,5,Japan,1,Yami,Pastries,400,1600,2236
Snow Flake Crisp Yogurt 180g,zhangyifan,6.99,5 Options,4.6,Mainland China,44,Yami,Pastries,400,1600,2796
DELOS Cookie Original 315g,cw,5.49,No,5,Korea,9,Yami,Pastries,400,1600,2196
CHANGSONG Original Flavored Bake Cookies 120g,taiwanchangsong,3.29,2 Options,4.5,Taiwan,11,Yami,Pastries,400,1600,1316
Flax Kernel Soda Cracker Buckwheat Pretzel 168g,natural,3.79,No,5,Taiwan,7,Yami,Pastries,400,1600,1516
Chia Seed Biscuit 130g,natural,3.79,No,4.8,Taiwan,12,Yami,Pastries,400,1600,1516
Butter Coconut Cookies 150g,lucky,1.49,No,4.7,Taiwan,44,Yami,Pastries,400,1600,596
Yuja Cheesecake Cookies 190g,cw,5.99,No,4.6,Korea,7,Yami,Pastries,400,1600,2396
DXC Crisp Cake Sugar Alcohol Falvor 560g,dao xiang cun,8.49,No,3.6,Mainland China,29,Yami,Pastries,200,800,1698
hello Kitty French Cookie Gift Box 450g,trikofoods,13.99,No,4.6,Taiwan,11,Yami,Pastries,400,1600,5596
Salted Lemon Cookie 40pcs 144g,bourbon,6.99,No,5,Japan,2,Yami,Pastries,25,50,174.75
Malaysia Asteros Roll Heart Cake Vanilla Flavor 40g,o-mac,0.99,3 Options,4.4,Malaysia,24,Yami,Pastries,400,1600,396
Guan Sheng Yuan Compressed Biscuits Sesame Flavor 118g,guanshengyan,2.49,2 Options,4.8,Mainland China,13,Yami,Pastries,400,1600,996
Sabri Samurai Cookie Mango Cranberry Flavor 128g,sable,2.89,3 Options,4.8,Mainland China,142,Yami,Pastries,400,1600,1156
Kitty Cracker Spicy Flavor 138g,wolong,2.89,2 Options,4.5,Mainland China,32,Yami,Pastries,400,1600,1156
DALI HAOCHIDIAN Cashew Biscuit 208g,daligroup,3.89,3 Options,4.7,Mainland China,43,Yami,Pastries,200,800,778
Almond Blossom Cracker 178g,haitai,4.19,No,4.8,Korea,8,Yami,Pastries,400,1600,1676
KITAMISUZUKI Peppermint Cookies Chocolate 7pcs 77g,kitami suzuki,6.29,2 Options,3.8,Japan,5,Yami,Pastries,400,1600,2516
WANTWANT Gift Pack Danish Cookie  590g,want want,19.99,No,5,Taiwan,1,Yami,Pastries,400,1600,7996
CROW Chocolate Blueberry Sandwich Biscuits 298g,crown,3.59,No,3,Korea,3,Yami,Pastries,400,1600,1436
Potato Stick Biscuit Garlic Flavor 150g,dandy,2.49,No,4.7,Hong Kong,7,Yami,Pastries,400,1600,996
Mixed Fruit Oatmeal Cracker 300g,dandy,3.19,3 Options,5,Hong Kong,3,Yami,Pastries,400,1600,1276
Spicy Flavor Soda Cracker 420g,jingyizhen,4.29,3 Options,4,Mainland China,3,Yami,Pastries,400,1600,1716
Original Flavor Soda Cracker 420g,jingyizhen,4.39,3 Options,4,Mainland China,2,Yami,Pastries,400,1600,1756
Poteau Peanuter Biscuit 384g,crown,4.59,No,5,Korea,2,Yami,Pastries,400,1600,1836
Salty Crisp Sandwich Cream Flavor 80g,master kong,1.69,No,4.8,Mainland China,66,Yami,Pastries,400,1600,676
Macao SANKIO Husband Cake 300g,Unclear,3.49,No,4.4,Mainland China,5,Yami,Pastries,400,1600,1396
Sesame Stick Original Biscuit 85g,cw,2.19,No,4.4,Korea,5,Yami,Pastries,400,1600,876
HUNYA 77 Milano Almond Puff Pastry  with Chocolate 192g,hunya foods,4.99,No,4.8,Taiwan,36,Yami,Pastries,400,1600,1996
Chocopie Filled With Sweet Rice Cake 258g,cw,5.29,No,4.5,Korea,32,Yami,Pastries,200,800,1058
Japanese Vanilla Cream Sand Biscuit 148g,ybc,3.99,No,4.8,Japan,26,Yami,Pastries,400,1600,1596
Chocolate Cream Sandwich Cookie 4packs 129.6g,languly,3.29,3 Options,4.8,Japan,28,Yami,Pastries,400,1600,1316
Crunky Cookie & Cream 45g,lotte japan,2.29,No,4.8,Japan,6,Yami,Pastries,400,1600,916
Chocolate Square Cookies 230g,jj bakery,6.99,6 Options,5,United States,28,Yami,Pastries,400,1600,2796
Wife Cakes Orange Flavor 300g,dongwangyang,3.99,No,3.6,Macao,12,Yami,Pastries,400,1600,1596
Choco Crunch 200g,nagatoya,17.99,No,3.8,Japan,4,Yami,Pastries,400,1600,7196
TIVOLINA Akai Bohshi Mixed Cookie Gift Box-Yellow Box 23Pieces,akaibohshi,13.99,7 Options,4.7,Japan,19,Yami,Pastries,300,1200,4197
Custard Cake 165g,lotte korea,5.59,No,4.7,Korea,19,Yami,Pastries,400,1600,2236
Milk Biscuit 6PACK 120g,imei,2.49,2 Options,4.6,Taiwan,25,Yami,Pastries,400,1600,996
Country Maam Royal Cream Cheese 47g,fujiya,1.79,No,4.3,Japan,9,Yami,Pastries,25,50,44.75
Soft Chocolate Cookie 125g,ganziluo,3.99,No,4.3,Mainland China,19,Yami,Pastries,200,800,798
Milk Hand-Made Ciscuit 40g,tianpeng,0.99,No,4.3,Taiwan,21,Yami,Pastries,400,1600,396
CEREAL CHOCO Chocolate biscuit 42g,lotte korea,1.39,No,4.6,Korea,16,Yami,Pastries,400,1600,556
Matcha Langue De Chat Cookie 15pcs 135g,maruto,11.99,No,5,Japan,2,Yami,Pastries,400,1600,4796
Chocolate Cookies Gift Box 60pc 319g,bourbon,8.99,No,4.6,Japan,5,Yami,Pastries,25,50,224.75
WONGTUNG Breakfast Biscuit Milk Flavor 150g,wong tung,1.49,No,3.8,Mainland China,15,Yami,Pastries,400,1600,596
GUANSHENGYUAN Crisp Cookies 215g,guanshengyan,3.99,No,5,Mainland China,5,Yami,Pastries,400,1600,1596
WONGTUNG Scallion pancakes Green Onion Flavor 150g,wong tung,1.49,No,3.9,Mainland China,9,Yami,Pastries,400,1600,596
Uji Matcha Sandwich Cookie 64.2g,languly,2.49,No,4.8,Japan,5,Yami,Pastries,400,1600,996
Cream Egg Cookies Black Sesame 152g,tipo,3.39,No,4.3,Vietnam,0,Yami,Pastries,400,1600,1356
Matcha Chocolate Cookie 126g,franzzi,3.99,No,5,Mainland China,3,Yami,Pastries,200,800,798
Sando Biscuit Vanilla Chocolate Flavor 161g,crown,2.79,No,4.9,Korea,8,Yami,Pastries,400,1600,1116
Aerial Teriyaki Mayonaise Flavor 70g,ybc,2.49,No,4.3,Japan,3,Yami,Pastries,400,1600,996
Brown Rice Plus Sesame & Salted Butter Flavor Cookie 72g,asahi,2.89,2 Options,5,Japan,4,Yami,Pastries,200,800,578
Durian Cake 200g,aji,4.19,No,5,Mainland China,3,Yami,Pastries,300,1200,1257
Crispy Salty Biscuits 680g,master kong,9.99,No,4.8,Mainland China,5,Yami,Pastries,400,1600,3996
Brown Sugar Biscuits 539g,sunway,9.99,No,4.5,Taiwan,6,Yami,Pastries,400,1600,3996
Cheesy Pretzel Snack 85g,samjin,1.79,No,4.1,Korea,10,Yami,Pastries,400,1600,716
Fruit and Veg Tart,coco,3.69,No,3.8,Thailand,6,Yami,Pastries,200,800,738
UDK Letter Milk Cookie,ajichibean,2.99,No,4.7,Mainland China,3,Yami,Pastries,300,1200,897
Alfort Matcha Chocolate Biscuits 157g,bourbon,5.49,No,4.7,Japan,3,Yami,Pastries,25,50,137.25
Country Maam Crispy Chocola 163g,fujiya,4.69,No,4,Japan,1,Yami,Pastries,200,800,938
Rare Cheese Cookie Kamayaki Cookie 80.4g,furuta,2.29,No,4,Japan,5,Yami,Pastries,25,50,57.25
Roanne Chocolate Crunch,bourbon,0.99,No,4.6,Japan,5,Yami,Pastries,25,50,24.75
Balance Power Biscuit Black Cocoa Flavor 2pc,healthy club,2.39,No,5,Japan,4,Yami,Pastries,400,1600,956
Red Bean Matcha Cookie 2*6bags,tohato,2.89,No,4,Japan,2,Yami,Pastries,400,1600,1156
Milk Flavor Almond Puff Cake 80g,imei,2.99,No,3.8,Taiwan,8,Yami,Pastries,400,1600,1196
Peanut Crunch Cracker 90g,haitai,1.99,No,5,Korea,3,Yami,Pastries,400,1600,796
YASUDA GYUNYU Kuro Galette Black Cookie 200g,asakusaya foods,9.99,No,4.7,Japan,3,Yami,Pastries,25,50,249.75
Butter Cookies Christmas Edition 907g,royal danish,12.99,No,4,Denmark,2,Yami,Pastries,400,1600,5196
Holiday Cookies Assorted Flavor (Coconut+Original+Chocolate Flavor)464.7g,ito,7.99,No,0,Japan,0,Yami,Pastries,400,1600,3196
Hello Kitty Yori Soymilk Cookie Biscuit 4 Bags 60g,hokuriku,1.99,No,5,Japan,1,Yami,Pastries,400,1600,796
LIZHOU Salty Cookies 120g,lap chau,2.99,No,3.8,Hong Kong,5,Yami,Pastries,400,1600,1196
Choco In Wafer Green Tea 151.2g,bourbon,5.29,No,4.7,Japan,3,Yami,Pastries,25,50,132.25
Soybean Granola Biscuits Cocoa Flavor 150g,asahi,8.99,5 Options,5,Japan,2,Yami,Pastries,25,50,224.75
Yamazaki Biscuits Levin Classical Crunch Hokkaido Cheese 35g,ybc,2.19,No,4,Japan,3,Yami,Pastries,400,1600,876
Delicious Cookies and egg rolls Selection 300g,bourbon,19.99,No,0,Japan,0,Yami,Pastries,400,1600,7996
Shittori Soft Cookie Choco Banana 188g,bourbon,4.89,No,5,Japan,2,Yami,Pastries,25,50,122.25
Chocolate Elize Uji Matcha 8pcs,bourbon,2.99,No,0,Japan,0,Yami,Pastries,25,50,74.75
Black Honey Cookie 20pcs,nissin,2.29,No,4.5,Japan,4,Yami,Pastries,400,1600,916
Almond Chocolate Snack,nissin,3.99,No,4,Japan,3,Yami,Pastries,400,1600,1596
Coconut Biscuits,tohato,2.29,No,5,Japan,1,Yami,Pastries,400,1600,916
Butter Waffles 45g,crown,1.99,No,2.3,Korea,7,Yami,Pastries,400,1600,796
Sweet Potato Biscuit 4 Ren 60g,bandai,2.99,No,5,Japan,2,Yami,Pastries,200,800,598
Hokkaido Jyun Nama Butter Cookie 150g,showa,5.49,No,3,Japan,1,Yami,Pastries,400,1600,2196
Dried Fruit Butter Cookie 9/box 225g,jd gift,39.99,No,0,Taiwan,0,Yami,Pastries,400,1600,15996
TEKKA MUSASHI Four Flavor Rice Snack 278g,honda,13.99,No,0,Japan,0,Yami,Pastries,400,1600,5596
All Aaaort Raison & Osatsu 195g,tohato,4.69,No,0,Japan,0,Yami,Pastries,400,1600,1876
GASTONE LAGO Party Wafers Cappuccino 250g,elledi,3.99,No,4,Itlay,1,Yami,Pastries,400,1600,1596
Christmas Cocoa Cookie 70g,nanao,2.29,No,0,Japan,0,Yami,Pastries,400,1600,916
Shiruko Sand Kuri 80g,matsunaga,1.99,No,0,Japan,0,Yami,Pastries,400,1600,796
Rose With Pine Nut Flower Cake 320g,huamuzi,8.99,7 Options,4.3,Mainland China,7,Yami,Pastries,400,1600,3596
Rose With Sweet Potato Flower Cake 320g,huamuzi,8.99,7 Options,4.6,Mainland China,28,Yami,Pastries,400,1600,3596
Rose With Mochi Flower Cake 320g,huamuzi,8.99,7 Options,4.8,Mainland China,66,Yami,Pastries,400,1600,3596
Rose With Egg Yolk Flower Cake 320g,huamuzi,8.99,7 Options,4.2,Mainland China,19,Yami,Pastries,400,1600,3596
"Balance Power Biscuit Cocoa Chocolate Brownie Flavor, 65.6g 2pc",healthy club,2.39,No,4.1,Japan,11,Yami,Pastries,400,1600,956
Crisp Cracker 300g,anbao,4.39,No,0,Taiwan,0,Yami,Pastries,400,1600,1756
Instant Biscuits-Original 53g,yipaoerhu,2.39,No,5,Mainland China,3,Yami,Pastries,400,1600,956
"Coconut Pancake Original Flavor, 105g",chun guang,3.99,3 Options,4.5,Mainland China,4,Yami,Pastries,400,1600,1596
Coffee Sandwich Cookie 169g,matsunaga,3.39,No,4.5,Japan,8,Yami,Pastries,400,1600,1356
Strawberry Sandwich Cookie 169g,matsunaga,3.39,No,4.6,Japan,7,Yami,Pastries,400,1600,1356
Sandwish Biscuit Stawberry Flavor 349g,oreo,5.99,No,5,Mainland China,3,Yami,Pastries,400,1600,2396
Sandwish Biscuit Strawberry Flavor 466g,oreo,7.99,No,0,Mainland China,0,Yami,Pastries,400,1600,3196
Crackers Original Flavor 308g,three squirrels,6.99,No,4.9,Mainland China,21,Yami,Pastries,400,1600,2796
TIVOLINA Akai Bohshi Mixed Cookie Gift Box Gold Box 699.8g,tivoli tivon,49.99,7 Options,5,Japan,2,Yami,Pastries,400,1600,19996
CHING TS Sauce Cookie 280g?€?Use by  2021-03-17 ?€?,ching tse,26.99,No,4.6,Taiwan,5,Yami,Pastries,200,800,5398
Dracula Yogurt Flavor Cake Dried Mango Filling 135g,dracula,3.59,No,4.5,Mainland China,13,Yami,Pastries,400,1600,1436
Scallion Nougat Cracker 135g,saint peter,18.99,No,4.3,Taiwan,3,Yami,Pastries,400,1600,7596
Five Black Crackers 320g,fu yishan,7.99,No,0,Taiwan,0,Yami,Pastries,200,800,1598
PLUS Coriander Saltine 192g,garden,2.59,No,5,Hong Kong,2,Yami,Pastries,25,50,64.75
Cheese Cracker Sandwich 180g,zess,1.99,No,5,Mainland China,3,Yami,Pastries,400,1600,796
BISCUIT Levain Crunch Hakuto Tart 90g,yamazaki,3.49,3 Options,4.8,Japan,20,Yami,Pastries,400,1600,1396
?€?Limited Edition?€?YUBARI Melon Sandwich Cookie,kitami suzuki,19.99,No,2,Japan,1,Yami,Pastries,400,1600,7996
Wheat Flour Sandwich Biscuits,kitami suzuki,11.99,No,0,Japan,0,Yami,Pastries,400,1600,4796
Biscuits Cheese Flavor 260g,beatles,4.99,No,5,Mainland China,1,Yami,Pastries,25,50,124.75
Honey Almond Biscuits 132g,haitai,1.99,No,4.3,Korea,16,Yami,Pastries,400,1600,796
Ginbis Tabekko Animal Butter Flavor Biscuits 63g,ginbis,3.29,No,4.8,Japan,4,Yami,Pastries,25,50,82.25
Choco Anpan 44g,bourbon,1.89,No,4.6,Japan,41,Yami,Pastries,200,800,378
Harapeko Aomushi Biscuit 2.99oz,hokuriku,2.09,No,5,Japan,10,Yami,Pastries,400,1600,836
SHJ Creamy Wafer Salty Egg Flavor 135g,trikofoods,2.49,No,3.8,Taiwan,11,Yami,Pastries,400,1600,996
Durian Cake 210g,xiangguan,3.69,4 Options,4.2,Mainland China,68,Yami,Pastries,400,1600,1476
BC NOIR THIN SAND NUT CHOCOLATE CREAM COOKIE 113g,ybc,4.29,No,4.9,Japan,18,Yami,Pastries,400,1600,1716
Nutrition BiscuitsI(Brown Sugar) 50g,jushuixuan,1.29,No,4.5,Mainland China,2,Yami,Pastries,400,1600,516
Handmade Roll Cookie 240g?€?Use by 2021-03-16?€?,nonghyup,5.79,No,3.5,Korea,8,Yami,Pastries,400,1600,2316
Pejoy Caramel Macchiato Filled Biscuit Sticks 56g,glico,2.09,4 Options,5,Japan,25,Yami,Pastries,200,800,418
Egg Yolk Pancake Milk Flavor 150g,milaotou,2.29,2 Options,4.8,Mainland China,32,Yami,Pastries,400,1600,916
Snow Flake Crisp Cranberry 180g,zhangyifan,6.99,5 Options,4.4,Mainland China,44,Yami,Pastries,400,1600,2796
Snow Flake Crisp Original 180g,zhangyifan,6.99,5 Options,4.5,Mainland China,49,Yami,Pastries,400,1600,2796
Custard Cream Biscuits 200g,khong guan,2.69,No,5,Singapore,4,Yami,Pastries,400,1600,1076
Setouchi Lemon Tempura Cookie 85g,daikokuya,7.99,No,4.2,Japan,6,Yami,Pastries,400,1600,3196
Taiwan Milk Tea Cookies (24pc/box) 312g,kuo yuan ye,22.99,No,4.1,Taiwan,13,Yami,Pastries,400,1600,9196
Flowers Pastry Mixed Flavor 240g,hua le shi jia,5.49,3 Options,4.1,Mainland China,16,Yami,Pastries,400,1600,2196
Flaxseed Flavored Biscuit 200g,feedmi,7.59,2 Options,4.8,Taiwan,8,Yami,Pastries,200,800,1518
Fuyishan Black Sesame Crackers 320g,fu yishan,7.99,6 Options,0,Taiwan,0,Yami,Pastries,200,800,1598
Bin Bin Rice Cracker Jumbo Bag  450g,namchow,6.99,No,0,Mainland China,0,Yami,Pastries,400,1600,2796
HUALESHIJIA Rose Stuffing Flowers Pastry 240g,hua le shi jia,5.49,3 Options,4.5,Mainland China,13,Yami,Pastries,400,1600,2196
Sweetmonster Egg Cookie 100g,sweet monster,1.59,No,4.8,Korea,9,Yami,Pastries,400,1600,636
Sweet Monste Chips in Popo 110g,sweet monster,1.59,No,4.7,Korea,7,Yami,Pastries,400,1600,636
Premium Strawberry Snack Cookie Tasty 147g,fujiya,6.39,No,0,Japan,0,Yami,Pastries,200,800,1278
Langley Strawberry Sandwich Biscuit 6pcs 64.2g,mr.ito,2.49,No,4,Japan,4,Yami,Pastries,400,1600,996
Porcini Gouda Cookies 10pcs,tokyo milk cheese factory,19.99,4 Options,4.5,Japan,22,Yami,Pastries,400,1600,7996
YUKI/LOVE Salted Egg Yolk Cake 200g,yuki&love,3.59,No,3,Taiwan,1,Yami,Pastries,400,1600,1436
KITAMISUZUKI Peppermint Cookies 7pcs 73.5g,kitami suzuki,6.29,2 Options,4.7,Japan,7,Yami,Pastries,400,1600,2516
Mille-Feuille Gift Set 178g,mei xin,24.99,No,4.9,Hong Kong,42,Yami,Pastries,400,1600,9996
Premium Nougat Cracker Strawberry 12pcs,cherry grandfather,8.99,2 Options,0,Taiwan,0,Yami,Pastries,400,1600,3596
Coffee Sandwich Cookie 72g,crown,1.89,No,4.7,Korea,6,Yami,Pastries,400,1600,756
Corn Chocolate 60g,shoei delicy,2.29,No,4.5,Japan,4,Yami,Pastries,400,1600,916
Deka Chocolate Coated Crispy Crepe Choco Choco 75g,jans,1.49,No,3.5,Indonesia,4,Yami,Pastries,400,1600,596
Hazelunt Cookie 165g,bestore,4.49,2 Options,4.4,Mainland China,5,Yami,Pastries,200,800,898
Grand Shell-Earl Grey Grapefruit 228g,crown,5.99,No,4.2,Korea,16,Yami,Pastries,400,1600,2396
Hokkaido Shiroi Koibito White Chocolate 12pcs,ishiya seika,20.78,No,4.5,Japan,39,Yami,Pastries,400,1600,8312
Nakajima Daishodou Uji Tea Warabimochi ~ Matcha and Hojicha ~ No. 9 89g ?? 9 + 3.5g ?? 9,danke,34.21,No,0,Japan,0,Yami,Pastries,25,50,855.25
Shiroi Koibito Chocolat?? Box?? 54 Pieces?? Mix White and Black Chocolate,ishiya seika,78.93,No,5,Japan,1,Yami,Pastries,400,1600,31572
PLUS ONE Hokkaido apple cat tongue 10 pieces,plus one,16.3,No,0,Japan,0,Yami,Pastries,400,1600,6520
LeTAO Otaru Ironai Street Fromage 18 pieces,letao,51.92,No,0,Japan,0,Yami,Pastries,400,1600,20768
FUJIYA COUNTRYMAAM  Luxury chocolate  10.6g??16 sheets,fujiya,7.28,No,0,Japan,0,Yami,Pastries,200,800,1456
Huangshan Crispy Pancakes 125g,huijiujia,5.95,No,5,Mainland China,2,Yami,Pastries,400,1600,2380
