Product_Name,Brand,Price,Option,Reviews,Origin,Rate,Platform,Category
Potato Pancake Mix 200g,OTTOGI,4.79,No,7,Korea,4.3,Yami,Rice Cracker
Mushroom Instant Soup Mix 4 Pack 12g,OTHER BRANDS,1.79,No,0,Unclear,4.7,Yami,Rice Cracker
【Frozen】Noodle Japchae Original 210g,SHIRAKIKU,3.99,No,2,Japan,5,Yami,Rice Cracker
Chocolate Flavored Peanut Crisp Egg Roll 218g,KALUOKAMAN,4.39,5 Options,1,Mainland China,3,Yami,Rice Cracker
Chocolat Egg Roll 8pc 57.6g,BOURBON,2.89,No,0,Japan,0,Yami,Rice Cracker
Chocolate and Caramel Crispy Wafer Roll 185g,BOURBON,5.99,No,4,Japan,5,Yami,Rice Cracker
Cheese Flavor Crispy Egg Roll 218g,KALUOKAMAN,3.99,5 Options,14,Mainland China,4.7,Yami,Rice Cracker
Instant Noodle Pea Flavor 275g,YUMEI,4.99,No,5,Mainland China,4.2,Yami,Rice Cracker
Brown Sugar Tapioca 300g,LongBall,12.99,No,0,Hong Kong,0,Yami,Rice Cracker
Egg Roll Original Flavor 60g,IMEI,1.89,2 Options,125,Taiwan,4.5,Yami,Rice Cracker
Toasted Egg Roll 178g,TOTASTE,7.99,No,3,Mainland China,3.7,Yami,Rice Cracker
Crispy Wafers Filled with Milk Cream 175g,LOACKER,2.99,No,2,Itlay,4,Yami,Rice Cracker
Elise Banana 144g,BOURBON,4.89,No,4,Japan,5,Yami,Rice Cracker
Lanzhou Potato Large Noodle 240g,HUOBA,4.19,No,281,Mainland China,4.5,Yami,Rice Cracker
Tuna Flavor Egg Rolls 60g,WEIYI,4.29,No,1,Taiwan,5,Yami,Rice Cracker
Millet Crust-Five Spices Flavor 90g,BESTORE,2.49,2 Options,28,Mainland China,4.6,Yami,Rice Cracker
Quadratini Wafers Raspberry Yogurt 220g,LOACKER,5.29,13 Options,45,Itlay,4.7,Yami,Rice Cracker
White Boba 300g,LongBall,12.99,No,1,Hong Kong,5,Yami,Rice Cracker
Mini Cream Wafers Lemon Flavor 272g,GARDEN,4.99,No,11,Hong Kong,4.3,Yami,Rice Cracker
【Frozen】Noodle Seafood Ton katsu Dipping 243g,SUN NOODLE,4.79,No,1,Japan,5,Yami,Rice Cracker
Sesame Oil Ginger Sauce 250g,YUHSIU,14.99,No,0,Taiwan,0,Yami,Rice Cracker
White Tapioca 300g,LongBall,12.99,No,1,Hong Kong,5,Yami,Rice Cracker
Soybean Fried Riceball 6pc,NISSUI,5.49,No,0,Japan,0,Yami,Rice Cracker
Capsicum Red Oil 100g,Dancing Chili,12.99,No,0,Taiwan,0,Yami,Rice Cracker
Gui Lin Vermicelli 290g,AKUAN,4.29,No,17,Mainland China,4.6,Yami,Rice Cracker
"River Snail Noodle, 5 Bags",HAOHUANLUO,19.99,No,0,Mainland China,4.7,Yami,Rice Cracker
Wafer Roll Coffee 400g,Healthful,15.99,No,2,Taiwan,5,Yami,Rice Cracker
Jinggaoli Potato Noodle,JINGAOLI,2.99,No,423,Mainland China,4.7,Yami,Rice Cracker
Umaibo Corn Cracker Chocolate Flavor 30 Pieces,RISKA,8.99,No,13,Japan,4.8,Yami,Rice Cracker
Mini Mahua Fried Dough Twist Honey Flavor 500g,LZ,4.99,3 Options,127,Mainland China,4.8,Yami,Rice Cracker
CJ BIBIGO Sweet Pumpkin Porridge 280g,CHE IL JEDANG,4.99,No,19,Korea,4.1,Yami,Rice Cracker
Brown Sugar Boba 300g,LongBall,12.99,No,0,Hong Kong,0,Yami,Rice Cracker
"River Snail Noodle, 5 Bags",HAOHUANLUO,19.99,No,21,Mainland China,4.7,Yami,Rice Cracker
Chinese Stylechips-Spicy Flavor 188g,XIANGWANGFEI,2.99,No,6,Mainland China,4.8,Yami,Rice Cracker
SEA LETTUCE FLAVOR SNACK,HAITAI,3.69,No,1,Korea,3,Yami,Rice Cracker
GINGER FLAVOR SNACK 260g,HAITAI,3.69,No,1,Korea,4,Yami,Rice Cracker
Pizza Roll 25g,GY,0.99,No,22,Mainland China,4.6,Yami,Rice Cracker
Shaxian Noodles with Peanut Sauce 120g,QINGTU,2.49,No,184,Mainland China,4.6,Yami,Rice Cracker
Jin Tang Sweet Potato Noodle 126g,XIAOLONGKAN,3.49,No,119,Mainland China,4.7,Yami,Rice Cracker
Hot and Sour Sweet Potato Noodle 102g,XIAOLONGKAN,3.49,No,55,Mainland China,4.8,Yami,Rice Cracker
Egg Roll Coconut Flavor,SURA,5.49,No,7,Korea,4,Yami,Rice Cracker
Rapokki Bag Tomoato 260g,YOPOKKI,3.99,No,9,Korea,4.9,Yami,Rice Cracker
Party Wafer Chocolate & Milk Flavor 220g,GASTONE LAGO,5.29,No,1,New Zealand,5,Yami,Rice Cracker
Cold Noodles 360g,JINGAOLI,2.49,2 Options,0,Mainland China,4.8,Yami,Rice Cracker
Korean Traditional Mung Bean Ginseng Chicken Stew Samgyetang 800g,MANIKER,11.99,No,24,Korea,4.8,Yami,Rice Cracker
Mini Crisp Twist (Spicy &Hot Flavor) 120g,Dao Xiang Cun,3.49,6 Options,74,Mainland China,4.6,Yami,Rice Cracker
Cold Noodle 175g,QINZONG,3.49,No,48,Mainland China,4.7,Yami,Rice Cracker
ZHONHGWANG Sesame Flavor a Crisp Dough Twist 235g,ZHONGWANG,4.09,5 Options,6,Mainland China,4.7,Yami,Rice Cracker
Egg Roll Sesame Flavor  180g,IMEI,4.59,2 Options,11,Taiwan,4.9,Yami,Rice Cracker
